CO2_unit,CO2_value,Consumption_unit,Consumption_value,Engine_Load_unit,Engine_Load_value,GPS_Accuracy_unit,GPS_Accuracy_value,GPS_Altitude_unit,GPS_Altitude_value,GPS_Bearing_unit,GPS_Bearing_value,GPS_HDOP_unit,GPS_HDOP_value,GPS_PDOP_unit,GPS_PDOP_value,GPS_Speed_unit,GPS_Speed_value,GPS_VDOP_unit,GPS_VDOP_value,Intake_Pressure_unit,Intake_Pressure_value,Intake_Temperature_unit,Intake_Temperature_value,MAF_unit,MAF_value,O2_Lambda_Voltage_ER_unit,O2_Lambda_Voltage_ER_value,O2_Lambda_Voltage_unit,O2_Lambda_Voltage_value,Rpm_unit,Rpm_value,Speed_unit,Speed_value,Throttle_Position_unit,Throttle_Position_value,coordinates,id,properties_constructionYear,properties_engineDisplacement,properties_fuelType,properties_id,properties_manufacturer,properties_model,time,track,type
g/s,47.17,l/s,0.010094755439,l/s,0.00429564061234,km/h,132.0,"[7.58235, 51.9171]",51c97d05e4b0fe5a04e9e867,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:43:51Z,51c97d05e4b0fe5a04e9e733,Point
g/s,47.17,l/s,0.010094755439,l/s,0.00429564061234,km/h,132.0,"[7.58235, 51.9171]",51c980c8e4b05956bbffd031,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:43:51Z,51c980c8e4b05956bbffcefd,Point
g/s,26.53,l/s,0.00567763115956,l/s,0.00241601325939,km/h,130.0,"[7.57825, 51.9163]",51c97d05e4b0fe5a04e9e869,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:43:58Z,51c97d05e4b0fe5a04e9e733,Point
g/s,26.53,l/s,0.00567763115956,l/s,0.00241601325939,km/h,130.0,"[7.57825, 51.9163]",51c980c8e4b05956bbffd033,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:43:58Z,51c980c8e4b05956bbffcefd,Point
g/s,26.23,l/s,0.00561342877178,l/s,0.00238869309437,km/h,132.0,"[7.57557, 51.9161]",51c97d05e4b0fe5a04e9e86b,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:03Z,51c97d05e4b0fe5a04e9e733,Point
g/s,26.23,l/s,0.00561342877178,l/s,0.00238869309437,km/h,132.0,"[7.57557, 51.9161]",51c980c8e4b05956bbffd035,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:03Z,51c980c8e4b05956bbffcefd,Point
g/s,9.52,l/s,0.0020373557723,l/s,0.000866959903104,km/h,106.0,"[7.57194, 51.916]",51c97d05e4b0fe5a04e9e86d,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:10Z,51c97d05e4b0fe5a04e9e733,Point
g/s,9.52,l/s,0.0020373557723,l/s,0.000866959903104,km/h,106.0,"[7.57194, 51.916]",51c980c8e4b05956bbffd037,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:10Z,51c980c8e4b05956bbffcefd,Point
g/s,31.61,l/s,0.00676479159267,l/s,0.00287863472029,km/h,103.0,"[7.56984, 51.916]",51c97d05e4b0fe5a04e9e86f,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:15Z,51c97d05e4b0fe5a04e9e733,Point
g/s,31.61,l/s,0.00676479159267,l/s,0.00287863472029,km/h,103.0,"[7.56984, 51.916]",51c980c8e4b05956bbffd039,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:15Z,51c980c8e4b05956bbffcefd,Point
g/s,8.45,l/s,0.00180836725587,l/s,0.000769517981222,km/h,107.0,"[7.56686, 51.916]",51c97d05e4b0fe5a04e9e871,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:22Z,51c97d05e4b0fe5a04e9e733,Point
g/s,8.45,l/s,0.00180836725587,l/s,0.000769517981222,km/h,107.0,"[7.56686, 51.916]",51c980c8e4b05956bbffd03b,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:22Z,51c980c8e4b05956bbffcefd,Point
g/s,13.38,l/s,0.0028634264951,l/s,0.00121847935962,km/h,104.0,"[7.56467, 51.9159]",51c97d05e4b0fe5a04e9e873,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:27Z,51c97d05e4b0fe5a04e9e733,Point
g/s,13.38,l/s,0.0028634264951,l/s,0.00121847935962,km/h,104.0,"[7.56467, 51.9159]",51c980c8e4b05956bbffd03d,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:27Z,51c980c8e4b05956bbffcefd,Point
g/s,7.95,l/s,0.00170136327623,l/s,0.000723984372866,km/h,87.0,"[7.56169, 51.9157]",51c97d05e4b0fe5a04e9e875,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:34Z,51c97d05e4b0fe5a04e9e733,Point
g/s,7.95,l/s,0.00170136327623,l/s,0.000723984372866,km/h,87.0,"[7.56169, 51.9157]",51c980c8e4b05956bbffd03f,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:34Z,51c980c8e4b05956bbffcefd,Point
g/s,5.58,l/s,0.00119416441275,l/s,0.000508155069257,km/h,61.0,"[7.56033, 51.9157]",51c97d05e4b0fe5a04e9e877,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:39Z,51c97d05e4b0fe5a04e9e733,Point
g/s,5.58,l/s,0.00119416441275,l/s,0.000508155069257,km/h,61.0,"[7.56033, 51.9157]",51c980c8e4b05956bbffd041,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:39Z,51c980c8e4b05956bbffcefd,Point
g/s,5.74,l/s,0.00122840568624,l/s,0.000522725823931,km/h,46.0,"[7.55831, 51.9158]",51c97d05e4b0fe5a04e9e879,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:46Z,51c97d05e4b0fe5a04e9e733,Point
g/s,5.74,l/s,0.00122840568624,l/s,0.000522725823931,km/h,46.0,"[7.55831, 51.9158]",51c980c8e4b05956bbffd043,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:46Z,51c980c8e4b05956bbffcefd,Point
g/s,11.84,l/s,0.00253385423781,l/s,0.00107823584588,km/h,42.0,"[7.55805, 51.9162]",51c97d05e4b0fe5a04e9e87b,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:51Z,51c97d05e4b0fe5a04e9e733,Point
g/s,11.84,l/s,0.00253385423781,l/s,0.00107823584588,km/h,42.0,"[7.55805, 51.9162]",51c980c8e4b05956bbffd045,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:51Z,51c980c8e4b05956bbffcefd,Point
g/s,11.29,l/s,0.00241614986021,l/s,0.00102814887669,km/h,41.0,"[7.55918, 51.9166]",51c97d05e4b0fe5a04e9e87d,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:44:58Z,51c97d05e4b0fe5a04e9e733,Point
g/s,11.29,l/s,0.00241614986021,l/s,0.00102814887669,km/h,41.0,"[7.55918, 51.9166]",51c980c8e4b05956bbffd047,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:44:58Z,51c980c8e4b05956bbffcefd,Point
g/s,6.33,l/s,0.00135467038221,l/s,0.000576455481791,km/h,62.0,"[7.55974, 51.9163]",51c97d05e4b0fe5a04e9e87f,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:03Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.33,l/s,0.00135467038221,l/s,0.000576455481791,km/h,62.0,"[7.55974, 51.9163]",51c980c8e4b05956bbffd049,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:03Z,51c980c8e4b05956bbffcefd,Point
g/s,6.69,l/s,0.00143171324755,l/s,0.000609239679808,km/h,54.0,"[7.56019, 51.9151]",51c97d05e4b0fe5a04e9e881,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:10Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.69,l/s,0.00143171324755,l/s,0.000609239679808,km/h,54.0,"[7.56019, 51.9151]",51c980c8e4b05956bbffd04b,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:10Z,51c980c8e4b05956bbffcefd,Point
g/s,6.0,l/s,0.00128404775565,l/s,0.000546403300276,km/h,46.0,"[7.56029, 51.9145]",51c97d05e4b0fe5a04e9e883,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:15Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.0,l/s,0.00128404775565,l/s,0.000546403300276,km/h,46.0,"[7.56029, 51.9145]",51c980c8e4b05956bbffd04d,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:15Z,51c980c8e4b05956bbffcefd,Point
g/s,6.01,l/s,0.00128618783524,l/s,0.000547313972443,km/h,46.0,"[7.55923, 51.914]",51c97d05e4b0fe5a04e9e885,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:23Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.01,l/s,0.00128618783524,l/s,0.000547313972443,km/h,46.0,"[7.55923, 51.914]",51c980c8e4b05956bbffd04f,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:23Z,51c980c8e4b05956bbffcefd,Point
g/s,6.16,l/s,0.00131828902913,l/s,0.00056097405495,km/h,48.0,"[7.5586, 51.9143]",51c97d05e4b0fe5a04e9e887,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:28Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.16,l/s,0.00131828902913,l/s,0.00056097405495,km/h,48.0,"[7.5586, 51.9143]",51c980c8e4b05956bbffd051,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:28Z,51c980c8e4b05956bbffcefd,Point
g/s,30.29,l/s,0.00648230108643,l/s,0.00275842599423,km/h,61.0,"[7.55906, 51.915]",51c97d05e4b0fe5a04e9e889,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:35Z,51c97d05e4b0fe5a04e9e733,Point
g/s,30.29,l/s,0.00648230108643,l/s,0.00275842599423,km/h,61.0,"[7.55906, 51.915]",51c980c8e4b05956bbffd053,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:35Z,51c980c8e4b05956bbffcefd,Point
g/s,55.06,l/s,0.0117832782377,l/s,0.0050141609522,km/h,88.0,"[7.56023, 51.9153]",51c97d05e4b0fe5a04e9e88b,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:40Z,51c97d05e4b0fe5a04e9e733,Point
g/s,55.06,l/s,0.0117832782377,l/s,0.0050141609522,km/h,88.0,"[7.56023, 51.9153]",51c980c8e4b05956bbffd055,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:40Z,51c980c8e4b05956bbffcefd,Point
g/s,101.99,l/s,0.0218266717664,l/s,0.00928794543252,km/h,120.0,"[7.56277, 51.9156]",51c97d05e4b0fe5a04e9e88d,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:47Z,51c97d05e4b0fe5a04e9e733,Point
g/s,101.99,l/s,0.0218266717664,l/s,0.00928794543252,km/h,120.0,"[7.56277, 51.9156]",51c980c8e4b05956bbffd057,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:47Z,51c980c8e4b05956bbffcefd,Point
g/s,127.94,l/s,0.0273801783096,l/s,0.0116511397062,km/h,152.0,"[7.56541, 51.9156]",51c97d05e4b0fe5a04e9e88f,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:52Z,51c97d05e4b0fe5a04e9e733,Point
g/s,127.94,l/s,0.0273801783096,l/s,0.0116511397062,km/h,152.0,"[7.56541, 51.9156]",51c980c8e4b05956bbffd059,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:52Z,51c980c8e4b05956bbffcefd,Point
g/s,130.04,l/s,0.0278295950241,l/s,0.0118423808613,km/h,167.0,"[7.5697, 51.9158]",51c97d05e4b0fe5a04e9e891,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:45:59Z,51c97d05e4b0fe5a04e9e733,Point
g/s,130.04,l/s,0.0278295950241,l/s,0.0118423808613,km/h,167.0,"[7.5697, 51.9158]",51c980c8e4b05956bbffd05b,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:45:59Z,51c980c8e4b05956bbffcefd,Point
g/s,99.45,l/s,0.0212830915499,l/s,0.00905663470207,km/h,180.0,"[7.57316, 51.9159]",51c97d05e4b0fe5a04e9e893,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:04Z,51c97d05e4b0fe5a04e9e733,Point
g/s,99.45,l/s,0.0212830915499,l/s,0.00905663470207,km/h,180.0,"[7.57316, 51.9159]",51c980c8e4b05956bbffd05d,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:04Z,51c980c8e4b05956bbffcefd,Point
g/s,118.7,l/s,0.0254027447659,l/s,0.0108096786238,km/h,188.0,"[7.57821, 51.9163]",51c97d05e4b0fe5a04e9e895,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:11Z,51c97d05e4b0fe5a04e9e733,Point
g/s,118.7,l/s,0.0254027447659,l/s,0.0108096786238,km/h,188.0,"[7.57821, 51.9163]",51c980c8e4b05956bbffd05f,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:11Z,51c980c8e4b05956bbffcefd,Point
g/s,16.89,l/s,0.00361459443215,l/s,0.00153812529028,km/h,170.0,"[7.58192, 51.9169]",51c97d05e4b0fe5a04e9e897,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:16Z,51c97d05e4b0fe5a04e9e733,Point
g/s,16.89,l/s,0.00361459443215,l/s,0.00153812529028,km/h,170.0,"[7.58192, 51.9169]",51c980c8e4b05956bbffd061,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:16Z,51c980c8e4b05956bbffcefd,Point
g/s,14.33,l/s,0.00306673405641,l/s,0.00130499321549,km/h,156.0,"[7.58701, 51.9184]",51c97d05e4b0fe5a04e9e899,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:23Z,51c97d05e4b0fe5a04e9e733,Point
g/s,14.33,l/s,0.00306673405641,l/s,0.00130499321549,km/h,156.0,"[7.58701, 51.9184]",51c980c8e4b05956bbffd063,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:23Z,51c980c8e4b05956bbffcefd,Point
g/s,12.95,l/s,0.00277140307261,l/s,0.00117932045643,km/h,129.0,"[7.58942, 51.9196]",51c97d05e4b0fe5a04e9e89b,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:28Z,51c97d05e4b0fe5a04e9e733,Point
g/s,12.95,l/s,0.00277140307261,l/s,0.00117932045643,km/h,129.0,"[7.58942, 51.9196]",51c980c8e4b05956bbffd065,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:28Z,51c980c8e4b05956bbffcefd,Point
g/s,9.47,l/s,0.00202665537433,l/s,0.000862406542269,km/h,105.0,"[7.59189, 51.9213]",51c97d05e4b0fe5a04e9e89d,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:36Z,51c97d05e4b0fe5a04e9e733,Point
g/s,9.47,l/s,0.00202665537433,l/s,0.000862406542269,km/h,105.0,"[7.59189, 51.9213]",51c980c8e4b05956bbffd067,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:36Z,51c980c8e4b05956bbffcefd,Point
g/s,11.8,l/s,0.00252529391944,l/s,0.00107459315721,km/h,92.0,"[7.59302, 51.9223]",51c97d05e4b0fe5a04e9e89f,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:41Z,51c97d05e4b0fe5a04e9e733,Point
g/s,11.8,l/s,0.00252529391944,l/s,0.00107459315721,km/h,92.0,"[7.59302, 51.9223]",51c980c8e4b05956bbffd069,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:41Z,51c980c8e4b05956bbffcefd,Point
g/s,11.27,l/s,0.00241186970103,l/s,0.00102632753235,km/h,87.0,"[7.59422, 51.9238]",51c97d05e4b0fe5a04e9e8a1,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:48Z,51c97d05e4b0fe5a04e9e733,Point
g/s,11.27,l/s,0.00241186970103,l/s,0.00102632753235,km/h,87.0,"[7.59422, 51.9238]",51c980c8e4b05956bbffd06b,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:48Z,51c980c8e4b05956bbffcefd,Point
g/s,7.32,l/s,0.00156653826189,l/s,0.000666612026337,km/h,79.0,"[7.59488, 51.9248]",51c97d05e4b0fe5a04e9e8a3,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:46:53Z,51c97d05e4b0fe5a04e9e733,Point
g/s,7.32,l/s,0.00156653826189,l/s,0.000666612026337,km/h,79.0,"[7.59488, 51.9248]",51c980c8e4b05956bbffd06d,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:46:53Z,51c980c8e4b05956bbffcefd,Point
g/s,12.16,l/s,0.00260233678478,l/s,0.00110737735523,km/h,77.0,"[7.5955, 51.9262]",51c97d05e4b0fe5a04e9e8a5,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:00Z,51c97d05e4b0fe5a04e9e733,Point
g/s,12.16,l/s,0.00260233678478,l/s,0.00110737735523,km/h,77.0,"[7.5955, 51.9262]",51c980c8e4b05956bbffd06f,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:00Z,51c980c8e4b05956bbffcefd,Point
g/s,7.48,l/s,0.00160077953538,l/s,0.000681182781011,km/h,75.0,"[7.59606, 51.9271]",51c97d05e4b0fe5a04e9e8a7,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:05Z,51c97d05e4b0fe5a04e9e733,Point
g/s,7.48,l/s,0.00160077953538,l/s,0.000681182781011,km/h,75.0,"[7.59606, 51.9271]",51c980c8e4b05956bbffd071,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:05Z,51c980c8e4b05956bbffcefd,Point
g/s,11.13,l/s,0.00238190858673,l/s,0.00101357812201,km/h,77.0,"[7.59672, 51.9284]",51c97d05e4b0fe5a04e9e8a9,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:12Z,51c97d05e4b0fe5a04e9e733,Point
g/s,11.13,l/s,0.00238190858673,l/s,0.00101357812201,km/h,77.0,"[7.59672, 51.9284]",51c980c8e4b05956bbffd073,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:12Z,51c980c8e4b05956bbffcefd,Point
g/s,10.89,l/s,0.0023305466765,l/s,0.000991721990001,km/h,78.0,"[7.59723, 51.9292]",51c97d05e4b0fe5a04e9e8ab,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:17Z,51c97d05e4b0fe5a04e9e733,Point
g/s,10.89,l/s,0.0023305466765,l/s,0.000991721990001,km/h,78.0,"[7.59723, 51.9292]",51c980c8e4b05956bbffd075,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:17Z,51c980c8e4b05956bbffcefd,Point
g/s,6.36,l/s,0.00136109062099,l/s,0.000579187498292,km/h,75.0,"[7.59808, 51.9307]",51c97d05e4b0fe5a04e9e8ad,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:24Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.36,l/s,0.00136109062099,l/s,0.000579187498292,km/h,75.0,"[7.59808, 51.9307]",51c980c8e4b05956bbffd077,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:24Z,51c980c8e4b05956bbffcefd,Point
g/s,6.52,l/s,0.00139533189447,l/s,0.000593758252967,km/h,68.0,"[7.59856, 51.9314]",51c97d05e4b0fe5a04e9e8af,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:29Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.52,l/s,0.00139533189447,l/s,0.000593758252967,km/h,68.0,"[7.59856, 51.9314]",51c980c8e4b05956bbffd079,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:29Z,51c980c8e4b05956bbffcefd,Point
g/s,5.96,l/s,0.00127548743728,l/s,0.000542760611607,km/h,65.0,"[7.59959, 51.9327]",51c97d05e4b0fe5a04e9e8b1,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:36Z,51c97d05e4b0fe5a04e9e733,Point
g/s,5.96,l/s,0.00127548743728,l/s,0.000542760611607,km/h,65.0,"[7.59959, 51.9327]",51c980c8e4b05956bbffd07b,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:36Z,51c980c8e4b05956bbffcefd,Point
g/s,5.53,l/s,0.00118346401479,l/s,0.000503601708421,km/h,54.0,"[7.6002, 51.9334]",51c97d05e4b0fe5a04e9e8b3,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:41Z,51c97d05e4b0fe5a04e9e733,Point
g/s,5.53,l/s,0.00118346401479,l/s,0.000503601708421,km/h,54.0,"[7.6002, 51.9334]",51c980c8e4b05956bbffd07d,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:41Z,51c980c8e4b05956bbffcefd,Point
g/s,5.3,l/s,0.00113424218416,l/s,0.000482656248577,km/h,39.0,"[7.60098, 51.9342]",51c97d05e4b0fe5a04e9e8b5,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:48Z,51c97d05e4b0fe5a04e9e733,Point
g/s,5.3,l/s,0.00113424218416,l/s,0.000482656248577,km/h,39.0,"[7.60098, 51.9342]",51c980c8e4b05956bbffd07f,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:48Z,51c980c8e4b05956bbffcefd,Point
g/s,2.97,l/s,0.000635603639046,l/s,0.000270469633637,km/h,14.0,"[7.60138, 51.9346]",51c97d05e4b0fe5a04e9e8b7,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:47:54Z,51c97d05e4b0fe5a04e9e733,Point
g/s,2.97,l/s,0.000635603639046,l/s,0.000270469633637,km/h,14.0,"[7.60138, 51.9346]",51c980c8e4b05956bbffd081,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:47:54Z,51c980c8e4b05956bbffcefd,Point
g/s,6.34,l/s,0.0013568104618,l/s,0.000577366153958,km/h,16.0,"[7.6018, 51.9349]",51c97d05e4b0fe5a04e9e8b9,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:48:01Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.34,l/s,0.0013568104618,l/s,0.000577366153958,km/h,16.0,"[7.6018, 51.9349]",51c980c8e4b05956bbffd083,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:48:01Z,51c980c8e4b05956bbffcefd,Point
g/s,30.82,l/s,0.00659572530485,l/s,0.00280669161908,km/h,44.0,"[7.60191, 51.9349]",51c97d05e4b0fe5a04e9e8bb,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:48:06Z,51c97d05e4b0fe5a04e9e733,Point
g/s,30.82,l/s,0.00659572530485,l/s,0.00280669161908,km/h,44.0,"[7.60191, 51.9349]",51c980c8e4b05956bbffd085,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:48:06Z,51c980c8e4b05956bbffcefd,Point
g/s,6.46,l/s,0.00138249141691,l/s,0.000588294219964,km/h,47.0,"[7.60249, 51.9355]",51c97d05e4b0fe5a04e9e8bd,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:48:13Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.46,l/s,0.00138249141691,l/s,0.000588294219964,km/h,47.0,"[7.60249, 51.9355]",51c980c8e4b05956bbffd087,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:48:13Z,51c980c8e4b05956bbffcefd,Point
g/s,6.1,l/s,0.00130544855158,l/s,0.000555510021947,km/h,45.0,"[7.60303, 51.936]",51c97d05e4b0fe5a04e9e8bf,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:48:18Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.1,l/s,0.00130544855158,l/s,0.000555510021947,km/h,45.0,"[7.60303, 51.936]",51c980c8e4b05956bbffd089,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:48:18Z,51c980c8e4b05956bbffcefd,Point
g/s,6.87,l/s,0.00147023468022,l/s,0.000625631778816,km/h,47.0,"[7.60383, 51.9366]",51c97d05e4b0fe5a04e9e8c1,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:48:25Z,51c97d05e4b0fe5a04e9e733,Point
g/s,6.87,l/s,0.00147023468022,l/s,0.000625631778816,km/h,47.0,"[7.60383, 51.9366]",51c980c8e4b05956bbffd08b,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:48:25Z,51c980c8e4b05956bbffcefd,Point
g/s,18.96,l/s,0.00405759090785,l/s,0.00172663442887,km/h,50.0,"[7.60444, 51.937]",51c97d05e4b0fe5a04e9e8c3,2012,gasoline,51c96afce4b0fd063432096f,BMW,R 1200 GS ADV,2013-06-08T11:48:30Z,51c97d05e4b0fe5a04e9e733,Point
g/s,18.96,l/s,0.00405759090785,l/s,0.00172663442887,km/h,50.0,"[7.60444, 51.937]",51c980c8e4b05956bbffd08d,2001,gasoline,51c97f0ee4b05956bbffcef8,BMW,Z4,2013-06-08T11:48:30Z,51c980c8e4b05956bbffcefd,Point
