CO2_unit,CO2_value,Consumption_unit,Consumption_value,Engine_Load_unit,Engine_Load_value,GPS_Accuracy_unit,GPS_Accuracy_value,GPS_Altitude_unit,GPS_Altitude_value,GPS_Bearing_unit,GPS_Bearing_value,GPS_HDOP_unit,GPS_HDOP_value,GPS_PDOP_unit,GPS_PDOP_value,GPS_Speed_unit,GPS_Speed_value,GPS_VDOP_unit,GPS_VDOP_value,Intake_Pressure_unit,Intake_Pressure_value,Intake_Temperature_unit,Intake_Temperature_value,MAF_unit,MAF_value,O2_Lambda_Voltage_ER_unit,O2_Lambda_Voltage_ER_value,O2_Lambda_Voltage_unit,O2_Lambda_Voltage_value,Rpm_unit,Rpm_value,Speed_unit,Speed_value,Throttle_Position_unit,Throttle_Position_value,coordinates,id,properties_constructionYear,properties_engineDisplacement,properties_fuelType,properties_id,properties_manufacturer,properties_model,time,track,type
g/s,0.0,l/s,0.0,l/s,20.81,km/h,49.0,"[8.03233, 51.7623]",51cf1263e4b0f76308198b81,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:05Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,13.75,km/h,53.0,"[8.0329, 51.7617]",51cf1263e4b0f76308198b83,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:10Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.07,km/h,50.0,"[8.0337, 51.7612]",51cf1263e4b0f76308198b85,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:15Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.87,km/h,35.0,"[8.03458, 51.7609]",51cf1263e4b0f76308198b87,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:20Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.81,km/h,24.0,"[8.03509, 51.7608]",51cf1263e4b0f76308198b89,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:25Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,4.8,km/h,36.0,"[8.03553, 51.7606]",51cf1263e4b0f76308198b8b,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:30Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,20.2,km/h,47.0,"[8.03633, 51.7603]",51cf1263e4b0f76308198b8d,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:36Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.01,km/h,47.0,"[8.03712, 51.76]",51cf1263e4b0f76308198b8f,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:41Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.53,km/h,48.0,"[8.03788, 51.7597]",51cf1263e4b0f76308198b91,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:46Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.58,km/h,50.0,"[8.03865, 51.7593]",51cf1263e4b0f76308198b93,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:51Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.57,km/h,51.0,"[8.03951, 51.7589]",51cf1263e4b0f76308198b95,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:25:56Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.48,km/h,48.0,"[8.04027, 51.7585]",51cf1263e4b0f76308198b97,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:01Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.51,km/h,41.0,"[8.04106, 51.7582]",51cf1263e4b0f76308198b99,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:06Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.31,km/h,32.0,"[8.04174, 51.758]",51cf1263e4b0f76308198b9b,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:11Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,12.72,km/h,33.0,"[8.04241, 51.758]",51cf1263e4b0f76308198b9d,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:16Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,7.26,km/h,38.0,"[8.04312, 51.7578]",51cf1263e4b0f76308198b9f,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:22Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.14,km/h,42.0,"[8.04385, 51.7576]",51cf1263e4b0f76308198ba1,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:27Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.13,km/h,37.0,"[8.04469, 51.7573]",51cf1263e4b0f76308198ba3,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:32Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.08,km/h,38.0,"[8.04513, 51.757]",51cf1263e4b0f76308198ba5,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:37Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,7.46,km/h,39.0,"[8.04554, 51.7566]",51cf1263e4b0f76308198ba7,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:42Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,4.97,km/h,40.0,"[8.04582, 51.7561]",51cf1263e4b0f76308198ba9,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:47Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,10.44,km/h,40.0,"[8.04593, 51.7556]",51cf1263e4b0f76308198bab,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:52Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.66,km/h,36.0,"[8.04617, 51.7552]",51cf1263e4b0f76308198bad,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:26:57Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.16,km/h,6.0,"[8.04654, 51.7548]",51cf1263e4b0f76308198baf,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:02Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,12.6,km/h,14.0,"[8.04662, 51.7548]",51cf1263e4b0f76308198bb1,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:07Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,4.58,km/h,25.0,"[8.0468, 51.7546]",51cf1263e4b0f76308198bb3,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:12Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.57,km/h,15.0,"[8.04676, 51.7544]",51cf1263e4b0f76308198bb5,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:17Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.5,km/h,8.0,"[8.04667, 51.7542]",51cf1263e4b0f76308198bb7,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:22Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,16.59,km/h,16.0,"[8.04666, 51.7541]",51cf1263e4b0f76308198bb9,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:27Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,23.01,km/h,34.0,"[8.04694, 51.7538]",51cf1263e4b0f76308198bbb,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:33Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,34.64,km/h,51.0,"[8.0477, 51.7536]",51cf1263e4b0f76308198bbd,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:38Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.73,km/h,49.0,"[8.04866, 51.7534]",51cf1263e4b0f76308198bbf,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:43Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,10.15,km/h,45.0,"[8.04969, 51.7532]",51cf1263e4b0f76308198bc1,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:48Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,7.87,km/h,47.0,"[8.05054, 51.7531]",51cf1263e4b0f76308198bc3,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:53Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,14.88,km/h,48.0,"[8.05137, 51.7529]",51cf1263e4b0f76308198bc5,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:27:58Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,14.75,km/h,52.0,"[8.05206, 51.7524]",51cf1263e4b0f76308198bc7,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:03Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,16.79,km/h,50.0,"[8.05284, 51.7521]",51cf1263e4b0f76308198bc9,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:08Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,8.88,km/h,54.0,"[8.05375, 51.7518]",51cf1263e4b0f76308198bcb,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:13Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,11.71,km/h,52.0,"[8.05479, 51.7515]",51cf1263e4b0f76308198bcd,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:18Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,13.66,km/h,54.0,"[8.05586, 51.7513]",51cf1263e4b0f76308198bcf,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:23Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,13.03,km/h,53.0,"[8.05693, 51.7511]",51cf1263e4b0f76308198bd1,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:28Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,24.22,km/h,48.0,"[8.05805, 51.751]",51cf1263e4b0f76308198bd3,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:34Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,24.62,km/h,58.0,"[8.05926, 51.7509]",51cf1263e4b0f76308198bd5,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:39Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,17.35,km/h,57.0,"[8.06028, 51.7507]",51cf1263e4b0f76308198bd7,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:44Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,19.67,km/h,54.0,"[8.06134, 51.7504]",51cf1263e4b0f76308198bd9,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:49Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,29.76,km/h,55.0,"[8.06235, 51.7502]",51cf1263e4b0f76308198bdb,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:54Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,33.22,km/h,61.0,"[8.06346, 51.75]",51cf1263e4b0f76308198bdd,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:28:59Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,37.28,km/h,68.0,"[8.06478, 51.7498]",51cf1263e4b0f76308198bdf,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:04Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,21.05,km/h,71.0,"[8.0663, 51.7496]",51cf1263e4b0f76308198be1,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:09Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,28.66,km/h,74.0,"[8.06771, 51.7494]",51cf1263e4b0f76308198be3,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:14Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,18.03,km/h,75.0,"[8.06905, 51.7492]",51cf1263e4b0f76308198be5,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:19Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,29.13,km/h,74.0,"[8.07037, 51.7488]",51cf1263e4b0f76308198be7,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:24Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,29.65,km/h,76.0,"[8.07154, 51.7484]",51cf1263e4b0f76308198be9,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:29Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,31.35,km/h,78.0,"[8.0728, 51.7479]",51cf1263e4b0f76308198beb,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:34Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,29.51,km/h,82.0,"[8.07411, 51.7473]",51cf1263e4b0f76308198bed,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:40Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,15.37,km/h,85.0,"[8.07578, 51.7466]",51cf1263e4b0f76308198bef,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:45Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,13.26,km/h,85.0,"[8.07731, 51.746]",51cf1263e4b0f76308198bf1,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:50Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.26,km/h,83.0,"[8.07877, 51.7455]",51cf1263e4b0f76308198bf3,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:29:55Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.83,km/h,81.0,"[8.08024, 51.7451]",51cf1263e4b0f76308198bf5,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:00Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.79,km/h,84.0,"[8.0818, 51.7449]",51cf1263e4b0f76308198bf7,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:05Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.8,km/h,84.0,"[8.08348, 51.745]",51cf1263e4b0f76308198bf9,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:10Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.78,km/h,82.0,"[8.08518, 51.7451]",51cf1263e4b0f76308198bfb,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:15Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.75,km/h,81.0,"[8.08677, 51.7451]",51cf1263e4b0f76308198bfd,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:20Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.76,km/h,79.0,"[8.08846, 51.7448]",51cf1263e4b0f76308198bff,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:26Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.7,km/h,76.0,"[8.09008, 51.7447]",51cf1263e4b0f76308198c01,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:31Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,33.39,km/h,85.0,"[8.09158, 51.7445]",51cf1263e4b0f76308198c03,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:36Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,34.15,km/h,94.0,"[8.09321, 51.7443]",51cf1263e4b0f76308198c05,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:41Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,11.77,km/h,93.0,"[8.09504, 51.744]",51cf1263e4b0f76308198c07,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:46Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,6.97,km/h,88.0,"[8.09683, 51.7439]",51cf1263e4b0f76308198c09,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:51Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,8.88,km/h,85.0,"[8.09858, 51.7437]",51cf1263e4b0f76308198c0b,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:30:56Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,23.39,km/h,86.0,"[8.10023, 51.7435]",51cf1263e4b0f76308198c0d,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:01Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,6.35,km/h,84.0,"[8.10223, 51.7432]",51cf1263e4b0f76308198c0f,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:06Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,3.48,km/h,75.0,"[8.1039, 51.743]",51cf1263e4b0f76308198c11,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:11Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.64,km/h,69.0,"[8.10541, 51.7428]",51cf1263e4b0f76308198c13,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:16Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.92,km/h,59.0,"[8.10687, 51.7427]",51cf1263e4b0f76308198c15,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:21Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.88,km/h,51.0,"[8.10787, 51.7431]",51cf1263e4b0f76308198c17,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:26Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.87,km/h,47.0,"[8.1085, 51.7437]",51cf1263e4b0f76308198c19,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:31Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.79,km/h,41.0,"[8.10911, 51.7441]",51cf1263e4b0f76308198c1b,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:36Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.84,km/h,40.0,"[8.10979, 51.7442]",51cf1263e4b0f76308198c1d,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:41Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.8,km/h,35.0,"[8.11012, 51.7438]",51cf1263e4b0f76308198c1f,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:46Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,2.84,km/h,13.0,"[8.1098, 51.7433]",51cf1263e4b0f76308198c21,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:52Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,21.49,km/h,26.0,"[8.10957, 51.7431]",51cf1263e4b0f76308198c23,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:31:57Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,44.22,km/h,46.0,"[8.10972, 51.7429]",51cf1263e4b0f76308198c25,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:02Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,38.47,km/h,64.0,"[8.11044, 51.7426]",51cf1263e4b0f76308198c27,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:07Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,36.55,km/h,76.0,"[8.11153, 51.7422]",51cf1263e4b0f76308198c29,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:12Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,33.12,km/h,83.0,"[8.11282, 51.7419]",51cf1263e4b0f76308198c2b,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:17Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,35.87,km/h,91.0,"[8.11443, 51.7416]",51cf1263e4b0f76308198c2d,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:22Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,36.8,km/h,98.0,"[8.11657, 51.7412]",51cf1263e4b0f76308198c2f,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:27Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,42.88,km/h,107.0,"[8.11857, 51.7412]",51cf1263e4b0f76308198c31,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:32Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,46.25,km/h,114.0,"[8.12065, 51.7413]",51cf1263e4b0f76308198c33,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:37Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,11.98,km/h,108.0,"[8.12286, 51.7415]",51cf1263e4b0f76308198c35,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:42Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,45.11,km/h,112.0,"[8.12506, 51.7416]",51cf1263e4b0f76308198c37,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:47Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,26.14,km/h,115.0,"[8.12724, 51.7416]",51cf1263e4b0f76308198c39,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:52Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,18.07,km/h,114.0,"[8.12949, 51.7416]",51cf1263e4b0f76308198c3b,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:32:57Z,51cf1262e4b0f76308198859,Point
g/s,0.0,l/s,0.0,l/s,19.69,km/h,114.0,"[8.13177, 51.7414]",51cf1263e4b0f76308198c3d,2003,gasoline,51cae501e4b0a34fb6c5d97b,Opel,Zafira_A_1.6_CNG,2013-06-29T14:33:02Z,51cf1262e4b0f76308198859,Point
